USER ID,True image id,False image id,Model choice,User choice,DateTime
3a2d4e57-dbcb-42b0-bf23-f3153a46fe1a,0_amLTc_zIc_3307,xsQmceX9Isk_18786,xsQmceX9Isk_18786,xsQmceX9Isk_18786,2024-08-17 07:41:40
3a2d4e57-dbcb-42b0-bf23-f3153a46fe1a,x5JLwz2GNBQ_25436,_kx7soJTE1c_8352,x5JLwz2GNBQ_25436,x5JLwz2GNBQ_25436,2024-08-17 07:42:00
3a2d4e57-dbcb-42b0-bf23-f3153a46fe1a,-YnM4WS35oo_32594,__o5y1eqtPs_2083,-YnM4WS35oo_32594,-YnM4WS35oo_32594,2024-08-17 07:42:11
3a2d4e57-dbcb-42b0-bf23-f3153a46fe1a,wZIEq-3iUkg_7827,-YSshoQFins_167678,wZIEq-3iUkg_7827,-YSshoQFins_167678,2024-08-17 07:42:22
4c564ed6-0879-4b0c-a5c4-d60f2ff01d67,7Izin2ULUfg_10503,_PgsM61xQ3Q_23416,7Izin2ULUfg_10503,7Izin2ULUfg_10503,2024-08-17 07:57:17
ad206174-5cb9-4170-b986-170057f41ef2,_GIVXFosYV8_1533,6-XinMrotQ8_26928,_GIVXFosYV8_1533,_GIVXFosYV8_1533,2024-08-17 08:28:19
ad206174-5cb9-4170-b986-170057f41ef2,5AzaR44rsls_27756,KyRbCWcOueE_47515,5AzaR44rsls_27756,5AzaR44rsls_27756,2024-08-17 08:28:40
ad206174-5cb9-4170-b986-170057f41ef2,5AzaR44rsls_27756,KyRbCWcOueE_47515,5AzaR44rsls_27756,5AzaR44rsls_27756,2024-08-17 08:28:42
ad206174-5cb9-4170-b986-170057f41ef2,5AzaR44rsls_27756,KyRbCWcOueE_47515,5AzaR44rsls_27756,5AzaR44rsls_27756,2024-08-17 08:28:42
ad206174-5cb9-4170-b986-170057f41ef2,ZmIG5ZXMYyY_970,WGhXMTLxtF0_66634,ZmIG5ZXMYyY_970,ZmIG5ZXMYyY_970,2024-08-17 08:28:57
ad206174-5cb9-4170-b986-170057f41ef2,SD6Rm4cGyko_86050,qcBh-WNdFeI_9412,SD6Rm4cGyko_86050,SD6Rm4cGyko_86050,2024-08-17 08:29:23
ad206174-5cb9-4170-b986-170057f41ef2,_G6DLGv5u4c_166626,Uer6LMUUEs4_4348,_G6DLGv5u4c_166626,_G6DLGv5u4c_166626,2024-08-17 08:29:37
ad206174-5cb9-4170-b986-170057f41ef2,2MUFZUcQVKE_9233,yr3SENsxOXk_18720,2MUFZUcQVKE_9233,2MUFZUcQVKE_9233,2024-08-17 08:29:49
ad206174-5cb9-4170-b986-170057f41ef2,2MUFZUcQVKE_9233,yr3SENsxOXk_18720,2MUFZUcQVKE_9233,2MUFZUcQVKE_9233,2024-08-17 08:29:50
ad206174-5cb9-4170-b986-170057f41ef2,_QAg5N-zk_8_26569,_gZcRBEAFds_5483,_QAg5N-zk_8_26569,_QAg5N-zk_8_26569,2024-08-17 08:30:06
ad206174-5cb9-4170-b986-170057f41ef2,-QqqY6sAM48_9897,rlhZuHIbK5w_14436,rlhZuHIbK5w_14436,-QqqY6sAM48_9897,2024-08-17 08:30:27
ad206174-5cb9-4170-b986-170057f41ef2,-R_2eIhk48M_4090,hW6CcEUAL8Y_17398,-R_2eIhk48M_4090,-R_2eIhk48M_4090,2024-08-17 08:30:41
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,fkc6edPK_M4_8728,3tlcuU13cZE_30371,fkc6edPK_M4_8728,fkc6edPK_M4_8728,2024-08-18 06:29:56
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-s52ElVHr1k_16891,uYBeuQLvrkY_19608,-s52ElVHr1k_16891,-s52ElVHr1k_16891,2024-08-18 06:30:09
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_QzM9EPJrEo_22260,U04lz91HHqY_10937,_QzM9EPJrEo_22260,_QzM9EPJrEo_22260,2024-08-18 06:30:25
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,tXQ0fG6Y5GI_13303,5j-XfWcjtyE_62404,tXQ0fG6Y5GI_13303,tXQ0fG6Y5GI_13303,2024-08-18 06:30:37
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_7eQSFMIgGM_736,wbGxpdgDCIc_25164,_7eQSFMIgGM_736,_7eQSFMIgGM_736,2024-08-18 06:30:58
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,hfo2_KTJClA_62538,Tp58K8P3Bt8_131943,hfo2_KTJClA_62538,Tp58K8P3Bt8_131943,2024-08-18 06:31:09
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,hfo2_KTJClA_62538,Tp58K8P3Bt8_131943,hfo2_KTJClA_62538,Tp58K8P3Bt8_131943,2024-08-18 06:31:17
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,__o5y1eqtPs_2083,UWRjSyyz8Jw_31663,__o5y1eqtPs_2083,__o5y1eqtPs_2083,2024-08-18 06:31:30
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_-xoFYApQzk_1519,_c3Yz3wKr5k_33899,_-xoFYApQzk_1519,_-xoFYApQzk_1519,2024-08-18 06:31:43
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,Sr-IQyHhbRM_108869,_H9aT_uPmeE_32191,_H9aT_uPmeE_32191,Sr-IQyHhbRM_108869,2024-08-18 06:32:01
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,RJG2N_WmhfY_11267,_cbv-Ai6rvQ_29589,RJG2N_WmhfY_11267,RJG2N_WmhfY_11267,2024-08-18 06:32:12
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,RJG2N_WmhfY_11267,_cbv-Ai6rvQ_29589,RJG2N_WmhfY_11267,RJG2N_WmhfY_11267,2024-08-18 06:32:17
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,YttEX2w_Vss_3082,_1rM-5fklOU_32686,_1rM-5fklOU_32686,_1rM-5fklOU_32686,2024-08-18 06:32:30
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_0irT4l_eo0_45934,__1fNpsZC_U_1625,_0irT4l_eo0_45934,_0irT4l_eo0_45934,2024-08-18 06:32:42
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,0m5TZJnWn2U_1789,_IkIlqQdfyw_51985,_IkIlqQdfyw_51985,_IkIlqQdfyw_51985,2024-08-18 06:32:54
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_Qzfw00NdeQ_146822,-PoyhJyhH8A_28822,_Qzfw00NdeQ_146822,_Qzfw00NdeQ_146822,2024-08-18 06:33:04
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,vbXQWR3wGhs_165543,yYLJSsNLTdo_7587,yYLJSsNLTdo_7587,vbXQWR3wGhs_165543,2024-08-18 06:33:19
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,YJ7tnXKO-hw_23765,zeAc_n8LSOo_13682,YJ7tnXKO-hw_23765,zeAc_n8LSOo_13682,2024-08-18 06:33:32
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,SJAKZcVQnSQ_7611,kI0szvTR8xU_2415,SJAKZcVQnSQ_7611,SJAKZcVQnSQ_7611,2024-08-18 06:33:44
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_6jyfs2PVJQ_50595,_adXOnStBN0_27667,_6jyfs2PVJQ_50595,_6jyfs2PVJQ_50595,2024-08-18 06:33:57
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_2LwT4MFM94_14979,_0YwWk6vlMA_1628,_0YwWk6vlMA_1628,_2LwT4MFM94_14979,2024-08-18 06:34:11
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,x5JLwz2GNBQ_25436,-vBSKt7SkYE_2031,x5JLwz2GNBQ_25436,x5JLwz2GNBQ_25436,2024-08-18 06:34:20
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,ZsnFRlIWLE8_102021,_5qooMi06kY_3497,_5qooMi06kY_3497,ZsnFRlIWLE8_102021,2024-08-18 06:34:31
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_0jyuOIR5Vk_573,-sfG2TpGSMo_81401,_0jyuOIR5Vk_573,_0jyuOIR5Vk_573,2024-08-18 06:34:40
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_IZoa_VwMC0_6294,1PNzPh1jJhE_108010,_IZoa_VwMC0_6294,_IZoa_VwMC0_6294,2024-08-18 06:34:50
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_7b4BmPBSmQ_17823,_dJ_8F5Q31E_57262,_7b4BmPBSmQ_17823,_7b4BmPBSmQ_17823,2024-08-18 06:35:02
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,00acnZ2oc3k_62735,-SPpY_aECIk_4804,00acnZ2oc3k_62735,00acnZ2oc3k_62735,2024-08-18 06:35:13
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,Ncf2aVMvpLE_5597,-WPSCIaFYN0_11742,-WPSCIaFYN0_11742,-WPSCIaFYN0_11742,2024-08-18 06:35:24
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,4VhLkkiD10U_25171,_B704QQY9II_34637,4VhLkkiD10U_25171,4VhLkkiD10U_25171,2024-08-18 06:35:33
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,1WpJMJ9TyQc_29991,-WjU-wIkuGs_21586,1WpJMJ9TyQc_29991,1WpJMJ9TyQc_29991,2024-08-18 06:35:42
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,YX_9k6puvzY_9808,IDcHBLjK5ok_17465,YX_9k6puvzY_9808,IDcHBLjK5ok_17465,2024-08-18 06:35:58
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_7Uvtqpjr18_6076,-Vh6OSoJZgU_19137,_7Uvtqpjr18_6076,_7Uvtqpjr18_6076,2024-08-18 06:36:10
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,Kxli7s6qeEo_5916,Vvhpjd4ZNg0_9628,Kxli7s6qeEo_5916,Kxli7s6qeEo_5916,2024-08-18 06:36:18
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-TTNZijahXM_363,-sjWHkE8_IQ_153,-TTNZijahXM_363,-TTNZijahXM_363,2024-08-18 06:36:29
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,KXWurAmtf78_2290,_0kBqBMNfOc_232,KXWurAmtf78_2290,KXWurAmtf78_2290,2024-08-18 06:36:38
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,lc3UNj_uHp8_11000,_qztxMt44_c_67878,lc3UNj_uHp8_11000,lc3UNj_uHp8_11000,2024-08-18 06:36:50
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_-926WzaH2A_1243,xRnUprQ2Gn4_137160,_-926WzaH2A_1243,_-926WzaH2A_1243,2024-08-18 06:37:00
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,4R_LTZcw914_2424,ePMGm06xlIE_74076,ePMGm06xlIE_74076,ePMGm06xlIE_74076,2024-08-18 06:37:10
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,toyhx8mHR90_15983,_1QA944cZV8_107032,toyhx8mHR90_15983,toyhx8mHR90_15983,2024-08-18 06:37:27
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,qULpQVxWpnA_42207,SbhcgAmAryo_10405,qULpQVxWpnA_42207,qULpQVxWpnA_42207,2024-08-18 06:37:39
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_1NZnypGpvg_19800,xsQmceX9Isk_18786,_1NZnypGpvg_19800,xsQmceX9Isk_18786,2024-08-18 06:37:50
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-YSshoQFins_167678,TPbppCsIOKk_36908,-YSshoQFins_167678,-YSshoQFins_167678,2024-08-18 06:37:58
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,yoP3-Kk3pS8_6896,TInazW59aUw_2319,yoP3-Kk3pS8_6896,yoP3-Kk3pS8_6896,2024-08-18 06:38:08
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-PDxsL0rBRU_58726,_A15PFVHL04_25166,-PDxsL0rBRU_58726,-PDxsL0rBRU_58726,2024-08-18 06:38:20
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,xju8--tkSB0_4719,hjk16zDo_d8_11962,xju8--tkSB0_4719,xju8--tkSB0_4719,2024-08-18 06:38:35
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,1AdKr0ban-s_136566,XnYrC25ha7E_20344,XnYrC25ha7E_20344,XnYrC25ha7E_20344,2024-08-18 06:38:45
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,py2vt4vcMa8_6855,_7dbYT9oiTA_602,py2vt4vcMa8_6855,py2vt4vcMa8_6855,2024-08-18 06:38:54
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-Ekk-izLSYU_20190,0IkH1W4-z7g_28659,-Ekk-izLSYU_20190,-Ekk-izLSYU_20190,2024-08-18 06:39:05
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_9x8-QjvIw0_83784,_5lqMEuSvmk_71290,_5lqMEuSvmk_71290,_9x8-QjvIw0_83784,2024-08-18 06:39:14
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,zwHuZkl8ZWI_7363,raDbXmiy5f8_32936,zwHuZkl8ZWI_7363,zwHuZkl8ZWI_7363,2024-08-18 06:39:27
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,Zz2C4vnD5i0_106498,RHjQ9osehKU_12637,Zz2C4vnD5i0_106498,Zz2C4vnD5i0_106498,2024-08-18 06:39:42
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-TPL1GYCGjY_9381,-Pp0fagn06g_14757,-Pp0fagn06g_14757,-TPL1GYCGjY_9381,2024-08-18 06:39:54
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,0_amLTc_zIc_3307,_kx7soJTE1c_8352,0_amLTc_zIc_3307,0_amLTc_zIc_3307,2024-08-18 06:40:02
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_n9QPXYe4TE_10868,u_TviWMbUtA_4985,_n9QPXYe4TE_10868,u_TviWMbUtA_4985,2024-08-18 06:40:14
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-8BjdzrPiYo_41220,-NuleGGRPNM_503,-NuleGGRPNM_503,-8BjdzrPiYo_41220,2024-08-18 06:40:25
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-RZ1NM7wwwE_40480,__2tSwMeUQY_5525,-RZ1NM7wwwE_40480,-RZ1NM7wwwE_40480,2024-08-18 06:40:33
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,__inVIkO0EY_4546,YsnZd_3cRYw_2041,__inVIkO0EY_4546,__inVIkO0EY_4546,2024-08-18 06:40:43
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,ENELUXg4iGo_18569,gzuDNC3vCb4_39586,gzuDNC3vCb4_39586,ENELUXg4iGo_18569,2024-08-18 06:40:53
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-PUt23LQsPM_4226,wZIEq-3iUkg_7827,-PUt23LQsPM_4226,-PUt23LQsPM_4226,2024-08-18 06:41:05
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,6A5yJADIQy0_3821,_6qfLF-S3KU_37704,6A5yJADIQy0_3821,6A5yJADIQy0_3821,2024-08-18 06:41:14
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,Fth2FGtDEmk_29616,_dDxvNayFco_37902,Fth2FGtDEmk_29616,_dDxvNayFco_37902,2024-08-18 06:41:25
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-tMcto2nmL0_5119,6mfWtenzPQc_7407,-tMcto2nmL0_5119,6mfWtenzPQc_7407,2024-08-18 06:41:36
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_KkkWcGyd44_158493,TXAH2squbY0_6664,_KkkWcGyd44_158493,_KkkWcGyd44_158493,2024-08-18 06:41:47
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-vBSKt7SkYE_2031,_-926WzaH2A_1243,-vBSKt7SkYE_2031,-vBSKt7SkYE_2031,2024-08-18 06:41:59
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-TTNZijahXM_363,_PgsM61xQ3Q_23416,-TTNZijahXM_363,-TTNZijahXM_363,2024-08-18 06:42:07
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_n9QPXYe4TE_10868,_0YwWk6vlMA_1628,_0YwWk6vlMA_1628,_n9QPXYe4TE_10868,2024-08-18 06:42:53
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_7Uvtqpjr18_6076,lc3UNj_uHp8_11000,_7Uvtqpjr18_6076,_7Uvtqpjr18_6076,2024-08-18 06:43:02
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,wbGxpdgDCIc_25164,f4K9YAvczfQ_79642,f4K9YAvczfQ_79642,f4K9YAvczfQ_79642,2024-08-18 06:43:12
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,Tp58K8P3Bt8_131943,_7dbYT9oiTA_602,Tp58K8P3Bt8_131943,Tp58K8P3Bt8_131943,2024-08-18 06:43:22
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,-PoyhJyhH8A_28822,_GIVXFosYV8_1533,-PoyhJyhH8A_28822,-PoyhJyhH8A_28822,2024-08-18 06:43:32
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,TInazW59aUw_2319,inAP403TJZ4_42599,TInazW59aUw_2319,TInazW59aUw_2319,2024-08-18 06:43:42
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,qPcu372jO7Q_54710,IDcHBLjK5ok_17465,qPcu372jO7Q_54710,qPcu372jO7Q_54710,2024-08-18 06:43:52
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,z4XEF8KnHO0_71101,gzuDNC3vCb4_39586,z4XEF8KnHO0_71101,z4XEF8KnHO0_71101,2024-08-18 06:44:02
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,WWEiy0G-HUc_40733,vNlDiYKCe7Y_139879,WWEiy0G-HUc_40733,WWEiy0G-HUc_40733,2024-08-18 06:44:14
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,qcBh-WNdFeI_9412,-ucQaXplHMY_88795,qcBh-WNdFeI_9412,-ucQaXplHMY_88795,2024-08-18 06:44:35
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,_nLRhBjfXsA_21811,_7eQSFMIgGM_736,_nLRhBjfXsA_21811,_nLRhBjfXsA_21811,2024-08-18 06:44:45
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,xsQmceX9Isk_18786,_1rM-5fklOU_32686,_1rM-5fklOU_32686,_1rM-5fklOU_32686,2024-08-18 06:44:55
b04c1c7b-14df-4d80-86b9-8b3f7f84e64b,4d9_03DewDs_35445,_dDxvNayFco_37902,4d9_03DewDs_35445,4d9_03DewDs_35445,2024-08-18 06:45:05
